CCNum,Trans_date_Time,Attrition_Flag,Surname,Age,Gender,CreditScore,Geography,Tenure,Education_Level,Income_Category,Card_Category,Credit_Limit,Total_Trans_Amt,Total_Trans_Ct,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,is_fraud,Exited
719813058,06/01/2019 16:24,Existing Customer,Berry,44,F,631,Spain,10,Unknown,Less than $40K,Blue,2490,8065,88,0,2,1,1,129508.96,0,0
712351908,06/01/2019 16:24,Existing Customer,Cattaneo,45,M,485,France,2,High School,$80K - $120K,Blue,26438,8029,81,75339.64,1,1,1,70665.16,0,0
716742483,06/01/2019 16:25,Existing Customer,Foster,38,F,699,France,8,Graduate,Less than $40K,Blue,7504,7525,100,122038.34,1,1,0,102085.35,0,0
708160008,06/01/2019 16:26,Existing Customer,Gordon,44,M,712,France,1,Uneducated,$120K +,Blue,34516,7412,84,0,2,1,1,195052.12,0,0
709269708,06/01/2019 16:26,Existing Customer,May,45,M,603,France,8,Graduate,$120K +,Platinum,34516,7281,95,186825.57,1,1,0,93739.71,0,1
779098308,06/01/2019 16:26,Existing Customer,Cameron,51,F,850,France,6,College,Unknown,Blue,15048,7592,96,124788.18,1,1,0,65612.12,0,0
717257658,06/01/2019 16:27,Existing Customer,Ch'eng,41,M,584,France,3,Graduate,$80K - $120K,Blue,9357,7971,84,0,2,1,1,160095.48,0,0
775112958,06/01/2019 16:28,Existing Customer,Curtis,51,M,604,France,2,Unknown,$60K - $80K,Blue,11548,7781,72,0,2,1,1,49506.82,0,0
788812608,06/01/2019 16:28,Existing Customer,Whitehead,56,F,586,France,2,Uneducated,Less than $40K,Blue,8767,8066,79,138553.57,1,1,1,92406.22,0,0
711002058,06/01/2019 16:29,Existing Customer,Chukwuemeka,42,M,467,Spain,5,Unknown,$40K - $60K,Blue,5306,7437,94,0,2,1,1,7415.96,0,0
716199408,06/01/2019 16:29,Attrited Customer,Onwughara,52,F,520,France,9,Graduate,Unknown,Blue,3608,4907,53,105387.89,1,1,1,25059.06,0,0
718100808,06/01/2019 16:30,Existing Customer,Grant,49,F,683,Spain,4,Uneducated,Less than $40K,Gold,15987,7395,100,95053.1,1,1,1,116816.54,0,1
790051758,06/01/2019 16:30,Attrited Customer,Browne,50,M,557,France,3,Graduate,$120K +,Blue,31782,4800,53,0,1,0,1,144078.02,0,0
772430733,06/01/2019 16:30,Existing Customer,Goloubev,42,M,613,Spain,0,Graduate,$120K +,Blue,34516,7168,88,0,2,0,1,126675.62,0,0
713460258,06/01/2019 16:30,Existing Customer,Gordon,45,F,786,France,3,Doctorate,$40K - $60K,Silver,19107,8987,89,137361.96,1,0,0,183682.09,0,0
820036533,06/01/2019 16:31,Existing Customer,Sutherland,50,M,593,Spain,10,Unknown,$80K - $120K,Blue,34516,7223,87,158537.42,1,1,0,166850.57,0,0
719785683,06/01/2019 16:31,Existing Customer,Quesada,41,M,670,Spain,9,Post-Graduate,$80K - $120K,Blue,21751,8332,102,0,2,1,0,27359.19,0,0
711830433,06/01/2019 16:33,Existing Customer,Wright,44,F,657,Germany,5,College,Less than $40K,Blue,7926,7677,87,143595.87,1,0,0,101314.65,0,1
807393558,06/01/2019 16:33,Attrited Customer,Simmons,51,M,718,Germany,9,Unknown,$120K +,Silver,34516,4615,49,169947.41,2,1,1,27979.16,0,0
718306308,06/01/2019 16:34,Existing Customer,Yobachukwu,48,M,623,France,7,Graduate,$80K - $120K,Blue,27984,8147,81,148167.83,2,1,1,109470.34,0,0
772725408,06/01/2019 16:35,Existing Customer,Read,40,M,496,France,5,Uneducated,$60K - $80K,Blue,24499,7667,84,0,2,1,0,93713.13,0,0
711183558,06/01/2019 16:35,Existing Customer,Wunder,49,M,429,France,6,High School,$80K - $120K,Blue,2221,8618,98,48023.83,1,1,0,74870.99,0,0
720317658,06/01/2019 16:36,Existing Customer,Nnaife,43,M,606,France,1,Graduate,$80K - $120K,Blue,5858,7916,82,155655.46,1,1,1,192387.51,0,1
710596983,06/01/2019 16:36,Existing Customer,Shen,51,M,499,France,6,Uneducated,$80K - $120K,Blue,27318,7481,96,0,2,1,0,73457.55,0,0
716986458,06/01/2019 16:37,Existing Customer,Powell,44,F,642,France,7,High School,Unknown,Blue,9766,7605,101,0,2,1,1,61120.75,0,0
717382608,06/01/2019 16:38,Existing Customer,Goddard,59,M,641,France,4,Graduate,$60K - $80K,Silver,26692,8780,86,0,1,1,0,90964.54,0,1
825767658,06/01/2019 16:38,Existing Customer,Buckley,49,M,673,France,8,Graduate,$60K - $80K,Gold,34516,7711,80,121240.76,1,1,0,116969.73,0,0
717513933,06/01/2019 16:39,Existing Customer,McIntyre,38,M,570,France,3,College,$120K +,Blue,14938,7385,90,0,2,1,0,92118.75,0,0
789186858,06/01/2019 16:39,Existing Customer,Yen,52,M,472,France,1,Graduate,$80K - $120K,Blue,33256,7796,97,0,2,1,1,48357.9,0,0
717658758,06/01/2019 16:40,Existing Customer,Okonkwo,49,M,550,Germany,9,Graduate,$120K +,Silver,34516,7962,99,129847.75,2,1,0,197325.4,0,0
715575258,06/01/2019 16:41,Existing Customer,Burlingame,47,M,625,Germany,8,Graduate,$40K - $60K,Blue,5791,7823,93,118772.71,4,0,0,135853.62,0,1
714975633,06/01/2019 16:41,Existing Customer,Hs?,51,F,516,France,2,High School,Unknown,Blue,2319,7558,85,0,2,1,1,169122.54,0,0
715396983,06/01/2019 16:43,Existing Customer,Board,46,M,682,Germany,2,Uneducated,$80K - $120K,Blue,17698,8056,95,105163.88,2,1,1,164170.46,0,0
712624383,06/01/2019 16:43,Existing Customer,Adams,52,M,620,France,8,College,$80K - $120K,Silver,34516,7707,99,0,2,1,1,199909.32,0,0
721335558,06/01/2019 16:43,Existing Customer,Rizzo,57,F,626,France,0,Graduate,Less than $40K,Blue,6482,7544,101,0,2,1,1,83295.09,0,0
711167808,06/01/2019 16:43,Attrited Customer,Chukwufumnanya,40,M,623,France,1,Unknown,$60K - $80K,Blue,18975,4803,65,0,2,0,0,39382.06,0,0
713761608,06/01/2019 16:43,Existing Customer,Fraser,44,M,569,France,4,Graduate,$60K - $80K,Silver,34516,8450,90,93934.63,1,1,0,184748.23,0,0
713367858,06/01/2019 16:44,Existing Customer,Russell,47,M,724,France,5,Unknown,$40K - $60K,Blue,2479,8042,85,117866.92,1,1,1,62280.91,0,0
710489583,06/01/2019 16:45,Existing Customer,Yefimova,41,F,678,France,5,Graduate,Less than $40K,Blue,4941,7631,91,0,1,0,1,196794.11,0,1
720422358,06/01/2019 16:46,Existing Customer,Palermo,42,M,713,Spain,4,Post-Graduate,$60K - $80K,Gold,34516,7485,90,122857.46,2,1,0,144682.17,0,1
772098858,06/01/2019 16:46,Existing Customer,Bergamaschi,44,F,631,France,10,Uneducated,Unknown,Blue,8230,7736,84,0,2,0,1,196342.66,0,0
789304983,06/01/2019 16:46,Existing Customer,Shao,44,M,846,France,6,Unknown,$40K - $60K,Silver,22226,8753,97,127103.97,1,1,1,41516.44,0,0
779257233,06/01/2019 16:46,Existing Customer,Chimaraoke,47,M,660,France,1,Uneducated,$120K +,Blue,28852,7432,90,0,1,0,1,112026.1,0,1
717579258,06/01/2019 16:46,Attrited Customer,McGregor,36,M,567,France,9,Unknown,$40K - $60K,Blue,6893,4782,50,96402.96,1,0,0,52035.29,0,1
709418508,06/01/2019 16:46,Existing Customer,Kesteven,45,M,731,France,1,Graduate,$60K - $80K,Blue,7653,7508,93,132512.26,1,1,1,185466.85,0,0
778439883,06/01/2019 16:47,Existing Customer,Ritchie,50,M,693,Spain,8,High School,$80K - $120K,Blue,26840,7969,93,107604.66,1,1,1,80149.27,0,0
716063583,06/01/2019 16:47,Existing Customer,Jenks,41,M,772,France,9,High School,$60K - $80K,Blue,4549,8642,85,0,2,1,0,170980.86,0,0
716609433,06/01/2019 16:47,Attrited Customer,Udokamma,55,M,657,France,7,High School,$120K +,Blue,16828,4939,63,0,2,1,0,185827.74,0,0
721053633,06/01/2019 16:50,Existing Customer,Boyle,45,M,774,Germany,4,College,$40K - $60K,Blue,6530,8904,101,120875.23,2,0,1,113407.26,0,0
711559008,06/01/2019 16:51,Existing Customer,Azuka,40,F,667,France,9,Post-Graduate,$40K - $60K,Blue,11642,9137,92,71786.9,2,1,1,67734.79,0,0
718698558,06/01/2019 16:52,Existing Customer,Pai,43,M,516,France,8,College,$80K - $120K,Blue,5390,7739,106,113143.12,1,0,0,3363.36,0,0
770190258,06/01/2019 16:53,Existing Customer,Howells,49,F,551,Spain,1,Graduate,Less than $40K,Blue,7037,7678,93,150777.72,2,1,1,135757.27,0,0
709008708,06/01/2019 16:53,Existing Customer,Hs?,47,M,542,Spain,2,College,Less than $40K,Blue,8390,8316,92,174894.53,1,1,1,22314.55,0,0
823922208,06/01/2019 16:53,Existing Customer,Kelly,49,M,623,France,7,Unknown,$60K - $80K,Blue,2122,7404,103,0,1,0,0,129526.57,0,0
718457058,06/01/2019 16:54,Existing Customer,Walton,43,M,701,France,2,High School,$40K - $60K,Blue,3442,7801,74,160416.56,1,0,1,37266.43,0,0
708472008,06/01/2019 16:55,Existing Customer,Ebelechukwu,44,F,583,France,3,Uneducated,Less than $40K,Blue,6680,7632,95,91246.53,1,1,0,60017.46,0,1
710395233,06/01/2019 16:55,Existing Customer,Vasilieva,42,F,731,Spain,10,Graduate,Unknown,Silver,34516,8657,98,0,2,1,0,153015.42,0,0
716732958,06/01/2019 16:56,Existing Customer,Hsiao,44,F,461,France,5,High School,$40K - $60K,Blue,7244,7925,90,0,1,1,1,54209.02,0,0
780108408,06/01/2019 16:56,Existing Customer,Abrego,52,M,702,Germany,7,Graduate,$80K - $120K,Blue,34516,7745,82,98775.23,1,1,0,114603.96,0,0
720962208,06/01/2019 16:57,Attrited Customer,Gibson,42,M,565,Germany,10,Post-Graduate,$60K - $80K,Blue,2476,4659,48,139756.12,1,1,0,165849.49,0,1
714019083,06/01/2019 16:57,Existing Customer,Giordano,40,F,711,Spain,3,Graduate,Less than $40K,Blue,2019,8426,102,177626.77,3,0,1,16392.72,0,1
721225083,06/01/2019 16:57,Existing Customer,Mancini,54,F,664,France,8,Unknown,Less than $40K,Blue,8758,7680,89,0,1,1,1,162719.69,0,1
819109308,06/01/2019 16:57,Existing Customer,Afanasyeva,62,M,518,Spain,4,Graduate,$60K - $80K,Blue,6103,8080,92,0,1,0,0,107112.25,0,1
721029858,06/01/2019 16:59,Existing Customer,Wright,52,F,728,Spain,8,Graduate,Less than $40K,Blue,2166,8215,109,0,2,0,1,41823.22,0,0
716762733,06/01/2019 16:59,Existing Customer,Okwudiliolisa,50,F,585,Germany,6,Doctorate,Less than $40K,Blue,3449,8300,94,152496.82,1,1,1,99907.29,0,0
710260983,06/01/2019 17:01,Existing Customer,Hughes,51,F,573,France,8,Graduate,Less than $40K,Blue,2984,8296,91,0,2,0,1,178229.04,0,0
793608258,06/01/2019 17:01,Attrited Customer,Parrott,54,F,568,Germany,1,Graduate,Less than $40K,Silver,13432,4909,50,112930.28,2,1,0,22095.73,0,0
719677758,06/01/2019 17:02,Existing Customer,Hughes,39,F,602,Germany,8,Unknown,$40K - $60K,Blue,10830,8814,88,113674.2,1,1,0,197861.16,0,1
771411408,06/01/2019 17:02,Attrited Customer,Zinachukwudi,50,M,603,France,9,Post-Graduate,$80K - $120K,Blue,2673,4929,54,0,1,1,0,138328.24,0,0
794191008,06/01/2019 17:02,Existing Customer,Keane,46,M,687,France,0,College,$120K +,Blue,34516,7552,87,144450.58,1,0,1,137276.83,0,0
708905733,06/01/2019 17:03,Existing Customer,McCollum,45,M,741,France,1,Uneducated,$60K - $80K,Blue,20633,7570,91,171236.3,2,0,0,21834.4,0,1
788327358,06/01/2019 17:03,Existing Customer,Simpson,61,M,469,Spain,9,Graduate,Unknown,Blue,9070,8440,102,96776.49,1,1,1,119890.86,0,0
751974258,06/01/2019 17:04,Existing Customer,Gambrell,51,M,477,Germany,8,Unknown,$120K +,Blue,11954,7345,93,145984.92,1,1,1,24564.7,0,0
805516608,06/01/2019 17:05,Existing Customer,Moretti,50,M,737,Germany,8,Graduate,$80K - $120K,Silver,34516,7755,84,96353.8,1,0,0,10209.8,0,0
720006333,06/01/2019 17:06,Attrited Customer,Ricci,48,M,835,France,7,College,$80K - $120K,Blue,4479,4520,63,0,2,1,1,83449.65,0,0
780114558,06/01/2019 17:08,Existing Customer,Rieke,50,M,717,Germany,0,High School,Less than $40K,Blue,3968,12535,118,115777.23,1,1,1,81508.1,0,0
713090658,06/01/2019 17:08,Existing Customer,Ndubuagha,58,F,562,France,7,Uneducated,Unknown,Blue,2599,8061,98,122822,2,0,0,32626.21,0,0
718889508,06/01/2019 17:08,Existing Customer,Chung,46,M,758,Spain,2,College,$60K - $80K,Blue,10074,8256,99,0,2,1,1,43982.41,0,0
824799108,06/01/2019 17:09,Existing Customer,Ts'ai,46,F,408,France,3,High School,$40K - $60K,Blue,10901,7498,90,0,2,0,0,124874.23,0,0
788618208,06/01/2019 17:10,Existing Customer,Cox,42,F,650,Spain,4,Unknown,Less than $40K,Blue,8325,8198,90,79450.09,1,1,1,118324.75,0,0
713133258,06/01/2019 17:10,Existing Customer,Lei,38,M,582,Germany,2,Unknown,$80K - $120K,Silver,34516,8872,86,122394,1,1,1,22113.93,0,0
717370533,06/01/2019 17:10,Existing Customer,Ulyanova,40,M,706,Spain,1,Post-Graduate,$120K +,Blue,34516,6453,89,0,2,1,0,31962.77,0,0
720425508,06/01/2019 17:10,Existing Customer,Gray,43,M,567,Germany,0,Graduate,$80K - $120K,Blue,7196,8689,93,134378.89,1,1,1,105746.94,0,0
712948383,06/01/2019 17:11,Existing Customer,McGregor,48,M,720,France,2,Graduate,$60K - $80K,Gold,34516,7396,100,0,2,1,0,39925.52,0,0
712839633,06/01/2019 17:12,Existing Customer,Tretiakova,38,M,631,Spain,2,Uneducated,$80K - $120K,Blue,34516,8871,97,88161.85,2,1,0,127630.88,0,0
820330008,06/01/2019 17:12,Existing Customer,Genovesi,46,M,623,Spain,2,High School,$120K +,Blue,32926,8231,98,142412.13,1,1,0,28778.98,0,0
826150608,06/01/2019 17:13,Existing Customer,Gordon,44,M,514,France,3,Uneducated,$40K - $60K,Silver,18072,8199,98,121030.9,1,1,0,10008.68,0,0
779187783,06/01/2019 17:14,Existing Customer,Aitken,50,M,650,Germany,3,Unknown,$80K - $120K,Blue,24533,8436,77,165982.43,2,1,1,24482.16,0,0
720809358,06/01/2019 17:14,Existing Customer,Ginikanwa,39,M,673,Spain,6,College,$40K - $60K,Blue,4874,7776,98,0,2,1,0,98618.79,0,0
714054408,06/01/2019 17:15,Existing Customer,Coates,50,M,504,France,8,College,$60K - $80K,Blue,12889,8272,79,206663.75,1,0,0,16281.94,0,0
789827208,06/01/2019 17:15,Existing Customer,Piazza,41,F,723,Germany,3,Graduate,Less than $40K,Blue,7531,7768,92,94661.53,2,1,0,121239.65,0,0
718308558,06/01/2019 17:16,Existing Customer,Cawood,49,F,645,France,0,Graduate,Less than $40K,Blue,1838,7688,93,174400.36,1,1,0,42669.37,0,0
801064833,06/01/2019 17:16,Existing Customer,Ignatieff,42,M,664,Spain,7,Graduate,$80K - $120K,Blue,30117,7930,91,123428.69,1,1,1,164924.11,0,0
719838558,06/01/2019 17:16,Existing Customer,Gallo,46,M,760,Spain,6,Uneducated,$60K - $80K,Blue,5131,7432,92,175735.5,1,1,1,157337.29,0,0
714510483,06/01/2019 17:16,Existing Customer,Yelverton,44,M,766,Spain,5,Graduate,$80K - $120K,Gold,34516,7640,87,78381.13,1,0,1,153831.6,0,0
718246458,06/01/2019 17:17,Existing Customer,William,53,M,634,France,5,Graduate,$80K - $120K,Blue,24262,8241,105,115345.86,2,0,0,168781.8,0,0
710822808,06/01/2019 17:17,Existing Customer,Mault,51,M,640,Germany,10,College,$80K - $120K,Blue,34516,7854,89,118613.34,1,1,0,168469.65,0,0
791730183,06/01/2019 17:17,Attrited Customer,Mackay,38,F,784,Germany,2,College,Less than $40K,Blue,7385,5070,50,109960.06,2,1,1,170829.87,0,0
709722858,06/01/2019 17:18,Existing Customer,McIntyre,50,M,547,Germany,1,Graduate,$60K - $80K,Blue,20708,8503,88,142703.4,1,1,0,86207.49,0,1
712582983,06/01/2019 17:19,Attrited Customer,Henry,47,F,608,Germany,8,Graduate,Less than $40K,Silver,14057,4729,54,121729.42,1,0,0,61164.45,0,0
714999483,06/01/2019 17:19,Existing Customer,Kao,38,M,547,France,4,Uneducated,$80K - $120K,Silver,34516,9389,106,0,1,1,1,133287.73,0,0
711388458,06/01/2019 17:20,Existing Customer,Frewin,45,M,612,France,4,High School,$60K - $80K,Blue,17072,8591,99,139496.35,2,1,1,77128.23,0,0
796174983,06/01/2019 17:21,Existing Customer,Yefremova,52,M,573,Spain,8,High School,$80K - $120K,Blue,25737,7722,94,0,2,0,0,77660.03,0,0
712918083,06/01/2019 17:21,Existing Customer,Anenechukwu,44,F,615,Spain,5,Unknown,Less than $40K,Blue,2211,7527,88,138521.83,1,1,1,56897.1,0,0
715459158,06/01/2019 17:24,Existing Customer,Trentino,35,F,710,France,2,High School,Unknown,Blue,16950,7821,97,0,2,1,0,72945.32,0,0
712687083,06/01/2019 17:25,Existing Customer,Tomlinson,44,M,674,Germany,10,Graduate,$60K - $80K,Blue,15043,7234,83,83727.68,1,1,0,45418.12,0,0
713003358,06/01/2019 17:25,Attrited Customer,Royston,40,M,702,Spain,9,Graduate,$80K - $120K,Blue,29338,4983,40,0,2,1,1,158527.45,0,0
812443458,06/01/2019 17:27,Existing Customer,Cremonesi,57,M,616,France,9,Graduate,$120K +,Blue,25808,7794,94,0,1,1,0,111312.96,0,0
712984983,06/01/2019 17:27,Existing Customer,Yeh,43,F,688,Spain,6,Unknown,Less than $40K,Blue,2248,7739,101,124179.3,1,1,1,138759.15,0,0
708826158,06/01/2019 17:28,Existing Customer,Ch'in,45,F,605,France,7,Uneducated,$40K - $60K,Blue,3670,8608,100,128829.25,1,1,0,190588.59,0,0
788725608,06/01/2019 17:28,Existing Customer,Martinez,44,F,676,France,6,Graduate,Less than $40K,Blue,8861,8387,102,171490.78,1,0,0,79099.64,0,0
717559533,06/01/2019 17:28,Existing Customer,Wearing,47,M,708,Spain,3,Graduate,$120K +,Silver,34516,8212,100,0,2,1,0,138613.21,0,0
720443358,06/01/2019 17:29,Existing Customer,Maclean,50,M,745,Spain,7,Unknown,$60K - $80K,Blue,8014,6950,84,0,2,1,1,194230.82,0,0
806694333,06/01/2019 17:29,Existing Customer,T'ao,44,F,661,Spain,8,Unknown,Less than $40K,Blue,2771,8268,73,0,1,1,0,110252.53,0,0
709770408,06/01/2019 17:30,Existing Customer,Rose,51,M,726,France,9,Graduate,$120K +,Silver,34516,8652,98,0,2,1,1,106117.3,0,0
718259433,06/01/2019 17:30,Attrited Customer,Whitworth,45,F,475,France,7,High School,Unknown,Blue,8383,5460,63,160818.08,1,0,1,169642.13,0,1
770705208,06/01/2019 17:31,Existing Customer,Suttor,44,F,751,Germany,9,Unknown,Less than $40K,Gold,15365,7890,91,156367.6,2,0,1,116179.92,0,0
720655833,06/01/2019 17:31,Attrited Customer,Hsing,48,F,645,Germany,8,High School,Less than $40K,Blue,2913,4955,56,121669.93,2,0,0,91.75,0,1
797898858,06/01/2019 17:31,Existing Customer,Boni,40,F,775,France,6,Uneducated,Less than $40K,Blue,4748,7288,88,133970.22,2,0,1,187839.9,0,0
779548008,06/01/2019 17:31,Existing Customer,Marshall,50,M,540,France,3,Graduate,$80K - $120K,Silver,34516,7745,83,0,2,1,0,121098.65,0,0
718388733,06/01/2019 17:31,Existing Customer,Catchpole,38,F,591,France,3,College,Less than $40K,Blue,2609,8677,96,96127.27,1,0,0,30972.06,0,0
711742758,06/01/2019 17:32,Attrited Customer,Tang,43,F,596,Spain,7,College,$40K - $60K,Blue,11508,5242,74,121907.97,1,0,1,30314.04,0,0
757863258,06/01/2019 17:33,Existing Customer,Siddons,45,F,573,Spain,5,Graduate,Less than $40K,Blue,2396,7480,84,0,2,0,1,14479.29,0,0
711947358,06/01/2019 17:33,Existing Customer,Wan,49,M,577,Spain,6,Uneducated,$120K +,Blue,18991,7716,83,0,1,1,1,196395.25,0,0
712157958,06/01/2019 17:33,Attrited Customer,Efimov,44,M,830,Germany,8,High School,$80K - $120K,Blue,10908,4883,42,77701.64,1,0,1,19512.38,0,0
814760358,06/01/2019 17:34,Existing Customer,Rose,53,M,663,France,9,Graduate,$40K - $60K,Blue,14627,7766,82,0,3,1,1,72318.77,0,0
710192283,06/01/2019 17:35,Existing Customer,Fanucci,46,M,421,France,2,Post-Graduate,$40K - $60K,Blue,2219,8686,91,0,2,1,1,96615.23,0,0
718977483,06/01/2019 17:35,Existing Customer,Iweobiegbulam,56,M,718,Spain,5,Graduate,$80K - $120K,Blue,25736,7209,91,113922.44,2,1,0,30772.22,0,0
712129158,06/01/2019 17:35,Existing Customer,Ijendu,63,M,655,Germany,2,Uneducated,$60K - $80K,Blue,7997,7747,104,183997.7,2,1,1,161217.18,0,0
714880533,06/01/2019 17:38,Existing Customer,O'Sullivan,40,M,712,France,2,Graduate,$40K - $60K,Blue,2849,8669,99,0,2,0,1,66795.78,0,0
808287408,06/01/2019 17:38,Existing Customer,Hutchinson,45,M,663,France,4,Graduate,$80K - $120K,Blue,29227,8420,100,0,2,1,1,123969.64,0,0
709619433,06/01/2019 17:38,Existing Customer,Kwemto,52,M,640,France,6,Doctorate,$120K +,Blue,34516,8604,108,89799.46,2,0,1,13783.77,0,1
708881583,06/01/2019 17:39,Existing Customer,Chiu,50,M,577,Spain,2,Uneducated,$40K - $60K,Blue,12458,8752,95,0,1,1,1,168924.41,0,0
711332883,06/01/2019 17:40,Attrited Customer,Berry,62,M,546,Spain,7,High School,$60K - $80K,Blue,7547,5294,73,85660.96,1,0,0,134778.01,0,0
717696333,06/01/2019 17:40,Attrited Customer,Hung,44,M,802,Germany,9,Unknown,$120K +,Blue,34516,5425,60,115569.21,1,0,1,119782.89,0,0
820587258,06/01/2019 17:41,Existing Customer,Mordvinova,45,F,590,France,2,Graduate,Less than $40K,Silver,10677,8637,94,81828.22,1,1,0,52167.97,0,0
768733533,06/01/2019 17:41,Existing Customer,Bruno,53,M,594,Germany,1,Uneducated,$80K - $120K,Blue,2340,8851,88,132694.73,1,1,0,167689.56,0,0
779779083,06/01/2019 17:41,Existing Customer,Arbour,38,F,577,Spain,2,High School,$40K - $60K,Gold,23981,7872,103,108867,1,0,0,140800.66,0,1
720735408,06/01/2019 17:41,Existing Customer,Barese,44,F,541,France,7,Doctorate,$40K - $60K,Blue,6329,8514,109,0,2,1,0,19823.02,0,0
819160158,06/01/2019 17:43,Existing Customer,Hingston,42,M,781,France,5,Uneducated,$40K - $60K,Blue,4960,8218,88,0,2,0,0,72969.9,0,0
804601833,06/01/2019 17:43,Existing Customer,Davis,44,M,806,Germany,2,High School,$60K - $80K,Silver,34516,7491,86,96152.68,2,1,0,143711.02,0,0
714823308,06/01/2019 17:44,Existing Customer,Lawrence,55,F,723,Germany,0,College,Less than $40K,Gold,15987,7345,98,153855.52,1,1,1,180862.26,0,1
711577458,06/01/2019 17:44,Existing Customer,Chung,52,F,535,France,2,Uneducated,Less than $40K,Blue,3244,8087,95,0,2,1,0,125658.28,0,0
787539333,06/01/2019 17:45,Existing Customer,Padovano,48,M,768,France,3,Graduate,$60K - $80K,Blue,7298,7973,88,141334.95,1,0,1,125870.5,0,0
716806383,06/01/2019 17:45,Existing Customer,Blinova,48,M,653,Germany,1,Graduate,$80K - $120K,Blue,28307,9042,122,104584.11,1,1,0,15126.32,0,1
812230308,06/01/2019 17:46,Existing Customer,Carter,47,M,803,Germany,8,Graduate,$40K - $60K,Blue,2430,8444,100,98173.02,1,0,0,22457.25,0,1
778420383,06/01/2019 17:46,Existing Customer,Webb,49,M,545,Spain,1,Graduate,$120K +,Blue,7650,8609,109,0,2,1,1,82614.89,0,0
774012933,06/01/2019 17:48,Existing Customer,T'an,47,F,581,Germany,3,College,$40K - $60K,Blue,6443,9277,92,135157.05,1,1,1,32919.42,0,0
718756533,06/01/2019 17:49,Existing Customer,Yates,47,M,513,Germany,5,Uneducated,$80K - $120K,Blue,13356,8963,105,171601.27,1,1,0,126223.84,0,0
812224983,06/01/2019 17:50,Existing Customer,Su,56,M,731,France,5,Graduate,$120K +,Blue,4675,8037,100,179539.2,1,0,0,112010.02,0,0
714284358,06/01/2019 17:51,Existing Customer,Christian,61,M,727,Germany,5,Uneducated,$40K - $60K,Blue,2177,7037,82,80615.46,2,0,0,180962.32,0,0
709530408,06/01/2019 17:52,Existing Customer,Chiu,45,M,560,Spain,1,Doctorate,$120K +,Gold,34516,8007,96,0,1,0,0,128882.66,0,1
750690258,06/01/2019 17:52,Existing Customer,Sacco,49,F,766,Germany,5,Graduate,Less than $40K,Blue,2821,8220,103,126285.73,1,1,0,177614.17,0,1
716283108,06/01/2019 17:52,Existing Customer,Lettiere,44,F,630,Germany,4,Uneducated,Less than $40K,Blue,6769,7986,88,137964.51,1,0,1,174570.55,0,0
718353633,06/01/2019 17:52,Attrited Customer,Daluchi,50,M,652,Germany,9,Post-Graduate,$80K - $120K,Gold,34516,5547,75,159434.03,1,1,0,178373.93,0,0
718528833,06/01/2019 17:54,Existing Customer,T'ien,51,M,729,Germany,5,High School,$120K +,Blue,30172,8879,101,113574.61,2,1,0,103396.08,0,0
718006608,06/01/2019 17:55,Existing Customer,Hung,44,F,629,France,6,Uneducated,Less than $40K,Blue,7742,9081,100,0,2,1,1,59129.72,0,0
710569233,06/01/2019 17:56,Existing Customer,Liu,46,M,667,Germany,9,Unknown,$80K - $120K,Blue,11814,9185,100,124573.33,2,0,0,683.37,0,0
718694658,06/01/2019 17:56,Existing Customer,Feng,41,M,671,Germany,6,Unknown,$80K - $120K,Blue,28687,7523,90,105864.6,2,1,0,145567.34,0,0
779293308,06/01/2019 17:56,Existing Customer,Gilbert,51,M,768,Germany,5,Graduate,$60K - $80K,Silver,25653,8305,103,104552.61,1,1,0,48137.08,0,1
718276758,06/01/2019 17:56,Existing Customer,Robb,52,F,732,France,3,Graduate,$40K - $60K,Blue,4705,8226,97,0,2,1,0,90876.95,0,0
712654233,06/01/2019 17:56,Existing Customer,Manfrin,39,M,546,France,5,High School,$80K - $120K,Blue,19150,8327,85,0,2,0,1,198543.09,0,0
719296383,06/01/2019 17:57,Existing Customer,Chinwenma,38,M,630,France,2,High School,$60K - $80K,Gold,34516,7885,85,0,1,1,1,106202.07,0,1
808279158,06/01/2019 17:57,Existing Customer,Smith,51,M,765,Germany,8,Graduate,$80K - $120K,Blue,11765,8914,99,119492.88,2,0,1,166896.01,0,1
780497958,06/01/2019 17:58,Existing Customer,Rowe,41,M,704,France,0,High School,$80K - $120K,Blue,16627,7996,99,130499.09,2,1,1,74804.36,0,0
715519983,06/01/2019 17:59,Existing Customer,Moran,43,M,470,Spain,6,Post-Graduate,$60K - $80K,Blue,13553,8751,94,140576.11,1,1,1,116971.05,0,0
708568983,06/01/2019 18:00,Existing Customer,Walker,40,M,688,Germany,9,High School,$60K - $80K,Blue,11476,8110,113,91025.58,2,0,1,163783,0,0
823648983,06/01/2019 18:00,Existing Customer,Myers,58,M,685,France,1,Uneducated,$80K - $120K,Blue,5182,7960,112,0,3,0,1,70221.13,0,1
789412458,06/01/2019 18:00,Attrited Customer,Wall,44,M,567,France,1,Post-Graduate,$60K - $80K,Blue,23026,4909,52,125877.65,2,1,1,107841.77,0,0
716837508,06/01/2019 18:01,Existing Customer,McKay,48,M,720,Spain,3,Graduate,$60K - $80K,Blue,18477,8695,95,45752.78,2,1,0,79623.28,0,1
